,Cerrar,Var neta,Núm de ticks,Volumen,rango,MVA5
08:30 - 09:30,424.11,5.01,5334.0,743417,4.880000000000052,420.5200000000006
09:30 - 10:30,426.73,2.62,2235.0,317239,4.509999999999991,422.24200000000064
10:30 - 11:30,427.03,0.3,1671.0,237667,1.8700000000000045,424.2160000000007
11:30 - 12:30,426.57,-0.46,1351.0,205028,1.7300000000000182,425.7100000000008
14:30 - 15:30,426.96,0.66,2086.0,350247,1.490000000000009,427.03400000000073
08MAY2015_00:00:00.000000,432.41,5.45,3583.0,551266,3.4499999999999886,428.1700000000007
08:30 - 09:30,432.41,5.45,3583.0,551266,3.4499999999999886,429.24600000000066
09:30 - 10:30,434.12,1.71,2436.0,345267,2.7700000000000387,430.7560000000006
10:30 - 11:30,434.82,0.7,2397.0,334923,1.079999999999984,432.1440000000006
11:30 - 12:30,434.24,-0.58,1672.0,240706,1.3100000000000023,433.60000000000053
14:30 - 15:30,433.69,-0.24,2664.0,425745,1.160000000000025,434.13400000000064
11MAY2015_00:00:00.000000,435.63,1.94,4678.0,704801,7.6299999999999955,434.4360000000007
08:30 - 09:30,435.63,1.94,4678.0,704801,7.6299999999999955,434.5980000000007
09:30 - 10:30,434.74,-0.89,2142.0,319494,3.1000000000000227,434.69800000000066
10:30 - 11:30,433.6,-1.14,902.0,117892,1.7099999999999795,434.65800000000064
11:30 - 12:30,434.39,0.79,902.0,121610,1.419999999999959,434.79800000000057
14:30 - 15:30,432.85,-1.45,1171.0,234162,1.75,433.86600000000055
12MAY2015_00:00:00.000000,428.17,-4.68,3337.0,558475,4.3700000000000045,432.5520000000006
08:30 - 09:30,428.17,-4.68,3337.0,558475,4.3700000000000045,431.46600000000063
09:30 - 10:30,431.16,2.99,1951.0,291685,4.990000000000009,430.8200000000006
10:30 - 11:30,432.09,0.93,698.0,90696,2.009999999999991,430.4880000000006
11:30 - 12:30,432.64,0.55,1065.0,145750,2.180000000000007,430.44600000000065
14:30 - 15:30,431.02,-0.31,1091.0,276747,0.9599999999999795,431.7240000000006
13MAY2015_00:00:00.000000,430.52,-0.5,2196.0,338436,3.9499999999999886,431.59600000000063
08:30 - 09:30,430.52,-0.5,2196.0,338436,3.9499999999999886,431.2820000000006
09:30 - 10:30,429.18,-1.34,1808.0,252430,2.4699999999999704,430.5900000000006
10:30 - 11:30,429.0,-0.18,794.0,114297,1.4499999999999886,430.04800000000057
11:30 - 12:30,428.53,-0.47,1785.0,284384,2.2200000000000273,429.55000000000064
14:30 - 15:30,426.87,0.7,1674.0,316997,1.5399999999999636,427.9900000000006
14MAY2015_00:00:00.000000,430.08,3.21,2732.0,417213,3.759999999999991,428.17000000000064
08:30 - 09:30,430.08,3.21,2732.0,417213,3.759999999999991,428.3860000000006
09:30 - 10:30,431.56,1.48,1237.0,188147,2.7200000000000273,428.99200000000053
10:30 - 11:30,432.04,0.48,1052.0,143503,1.5499999999999545,430.12600000000054
11:30 - 12:30,432.44,0.4,952.0,130700,1.400000000000034,431.2400000000006
14:30 - 15:30,432.28,1.32,1579.0,290402,1.7199999999999704,432.1340000000006
15MAY2015_00:00:00.000000,427.94,-4.34,5130.0,1575111,3.8999999999999773,431.4100000000006
08:30 - 09:30,427.94,-4.34,5130.0,1575111,3.8999999999999773,430.5900000000006
09:30 - 10:30,425.58,-2.36,3033.0,483213,2.5600000000000023,429.2180000000006
10:30 - 11:30,425.7,0.12,2300.0,365960,1.6999999999999886,427.88800000000055
11:30 - 12:30,425.59,-0.11,1667.0,274496,1.4399999999999977,426.5500000000005
14:30 - 15:30,426.0,0.05,2294.0,406250,1.1200000000000045,425.5940000000005
18MAY2015_00:00:00.000000,424.99,-1.01,2704.0,414994,3.590000000000032,425.47600000000057
08:30 - 09:30,424.99,-1.01,2704.0,414994,3.590000000000032,425.3340000000006
09:30 - 10:30,426.51,1.52,1443.0,188483,2.2799999999999727,425.5180000000006
10:30 - 11:30,423.6,-2.91,3003.0,456978,5.0400000000000205,425.2180000000006
11:30 - 12:30,423.25,-0.35,1089.0,137881,2.2200000000000273,424.6680000000006
14:30 - 15:30,425.24,-0.56,1414.0,280016,0.8600000000000136,424.5200000000006
19MAY2015_00:00:00.000000,425.95,0.71,2919.0,496639,4.240000000000009,424.4080000000005
08:30 - 09:30,425.95,0.71,2919.0,496639,4.240000000000009,424.8780000000005
09:30 - 10:30,422.56,-3.39,2498.0,371369,4.1200000000000045,424.7400000000005
10:30 - 11:30,422.16,-0.4,1418.0,207911,2.0500000000000114,424.37200000000047
11:30 - 12:30,422.29,0.13,962.0,138267,1.1800000000000068,423.7820000000005
14:30 - 15:30,421.71,0.28,1884.0,332679,1.1000000000000227,422.0020000000006
20MAY2015_00:00:00.000000,422.65,0.94,3690.0,598711,5.6200000000000045,422.0200000000006
08:30 - 09:30,422.65,0.94,3690.0,598711,5.6200000000000045,422.1180000000007
09:30 - 10:30,422.93,0.28,1435.0,225796,2.0,422.24600000000066
10:30 - 11:30,422.55,-0.38,806.0,139188,1.5,422.4980000000007
11:30 - 12:30,422.0,-0.55,737.0,111813,1.1599999999999682,422.55600000000067
14:30 - 15:30,423.86,-0.54,1265.0,311038,1.1299999999999955,423.6060000000007
21MAY2015_00:00:00.000000,434.82,10.96,6928.0,1223053,8.480000000000018,425.9840000000007
08:30 - 09:30,434.82,10.96,6928.0,1223053,8.480000000000018,428.4380000000007
09:30 - 10:30,435.44,0.62,2820.0,432260,2.7299999999999613,431.1260000000008
10:30 - 11:30,435.54,0.1,2388.0,393986,1.6999999999999886,432.89600000000075
11:30 - 12:30,433.99,-1.55,1736.0,332884,1.9399999999999977,434.92200000000076
14:30 - 15:30,431.63,-1.29,3315.0,573067,1.9599999999999795,434.2060000000007
22MAY2015_00:00:00.000000,429.52,-2.11,2669.0,437266,3.0400000000000205,433.0220000000007
08:30 - 09:30,429.52,-2.11,2669.0,437266,3.0400000000000205,431.81800000000067
09:30 - 10:30,429.88,0.36,1363.0,201942,1.4600000000000364,430.99600000000066
10:30 - 11:30,429.52,-0.36,879.0,133659,0.75,430.0140000000007
11:30 - 12:30,429.97,0.45,1076.0,143135,1.2300000000000182,429.6820000000007
14:30 - 15:30,427.65,-1.62,1900.0,348391,1.8000000000000114,429.0920000000007
26MAY2015_00:00:00.000000,423.64,-4.01,3407.0,511689,5.0,427.8440000000007
08:30 - 09:30,423.64,-4.01,3407.0,511689,5.0,426.6680000000007
09:30 - 10:30,423.12,-0.52,1816.0,310773,2.0,425.2980000000007
10:30 - 11:30,425.05,1.93,1170.0,185306,2.7199999999999704,424.6200000000007
11:30 - 12:30,424.51,-0.54,842.0,134086,1.920000000000016,423.99200000000064
14:30 - 15:30,425.47,1.65,1946.0,343076,2.2099999999999795,424.4460000000007
27MAY2015_00:00:00.000000,429.17,3.7,3032.0,479005,5.430000000000007,425.65600000000074
08:30 - 09:30,429.17,3.7,3032.0,479005,5.430000000000007,426.48000000000076
09:30 - 10:30,428.49,-0.68,1350.0,210345,1.6000000000000227,427.27600000000075
10:30 - 11:30,429.22,0.73,860.0,133088,1.2099999999999795,428.3040000000008
11:30 - 12:30,429.97,0.75,1223.0,181485,1.6599999999999682,429.2040000000008
14:30 - 15:30,431.42,0.73,1756.0,431310,1.6400000000000432,430.0740000000008
28MAY2015_00:00:00.000000,426.31,-5.11,3112.0,466870,5.2900000000000205,429.63800000000083
08:30 - 09:30,426.31,-5.11,3112.0,466870,5.2900000000000205,429.05600000000084
09:30 - 10:30,427.38,1.07,1489.0,198306,2.8999999999999773,428.5380000000008
10:30 - 11:30,426.74,-0.64,1093.0,148119,1.669999999999959,427.6320000000008
11:30 - 12:30,426.94,0.2,1034.0,145851,1.669999999999959,426.7360000000008
14:30 - 15:30,426.57,-0.53,1389.0,251079,1.0299999999999727,427.0880000000008
29MAY2015_00:00:00.000000,431.69,5.12,4571.0,784508,5.269999999999982,427.95000000000084
08:30 - 09:30,431.69,5.12,4571.0,784508,5.269999999999982,428.94000000000085
09:30 - 10:30,429.45,-2.24,2110.0,364013,2.740000000000009,429.4420000000008
10:30 - 11:30,430.94,1.49,1346.0,202941,2.0400000000000205,430.06800000000084
11:30 - 12:30,432.1,1.16,1137.0,178033,1.410000000000025,431.1740000000008
14:30 - 15:30,429.23,-0.34,1920.0,446562,1.2699999999999818,430.2360000000008
01JUN2015_00:00:00.000000,427.3,-1.93,3792.0,568622,6.800000000000011,429.80600000000084
08:30 - 09:30,427.3,-1.93,3792.0,568622,6.800000000000011,429.0780000000009
09:30 - 10:30,428.8,1.5,1785.0,240321,2.9500000000000455,428.4180000000009
10:30 - 11:30,431.31,2.51,1368.0,167491,2.920000000000016,428.7880000000009
11:30 - 12:30,431.95,0.64,1293.0,165942,0.9900000000000091,429.3320000000009
14:30 - 15:30,430.92,-1.35,2224.0,387297,1.9600000000000364,431.1740000000008
02JUN2015_00:00:00.000000,429.45,-1.47,2708.0,416188,3.819999999999993,431.3040000000007
08:30 - 09:30,429.45,-1.47,2708.0,416188,3.819999999999993,430.9320000000007
09:30 - 10:30,428.31,-1.14,1089.0,154611,2.180000000000007,430.20400000000075
10:30 - 11:30,430.98,2.67,913.0,135743,2.8899999999999864,429.82200000000074
11:30 - 12:30,432.06,1.08,1179.0,163383,3.0400000000000205,430.05000000000075
14:30 - 15:30,430.99,0.34,988.0,228123,0.9499999999999886,430.74200000000076
03JUN2015_00:00:00.000000,437.25,6.26,4752.0,774640,4.829999999999984,432.53000000000077
08:30 - 09:30,437.25,6.26,4752.0,774640,4.829999999999984,433.78400000000073
09:30 - 10:30,436.07,-1.18,1451.0,227894,2.0400000000000205,434.5860000000008
10:30 - 11:30,437.58,1.51,2607.0,390941,2.240000000000009,435.82800000000077
11:30 - 12:30,437.0,-0.58,1137.0,174807,1.4300000000000068,437.0300000000008
14:30 - 15:30,436.59,0.08,1863.0,348204,0.9900000000000091,437.0080000000009
04JUN2015_00:00:00.000000,434.0,-2.59,3625.0,575812,3.519999999999982,436.59400000000085
08:30 - 09:30,434.0,-2.59,3625.0,575812,3.519999999999982,435.8780000000009
09:30 - 10:30,432.37,-1.63,2415.0,310293,1.990000000000009,434.95200000000085
10:30 - 11:30,432.17,-0.2,1287.0,178228,1.1999999999999886,433.8260000000008
11:30 - 12:30,430.73,-1.44,1525.0,208324,1.990000000000009,432.6540000000008
14:30 - 15:30,430.78,0.66,2114.0,369392,1.5500000000000114,431.4280000000008
05JUN2015_00:00:00.000000,428.71,-2.07,2586.0,408887,4.300000000000011,430.6960000000008
08:30 - 09:30,428.71,-2.07,2586.0,408887,4.300000000000011,430.0040000000008
09:30 - 10:30,428.77,0.06,1388.0,192124,2.349999999999966,429.6120000000008
10:30 - 11:30,427.3,-1.47,1072.0,150079,1.900000000000034,428.85400000000084
11:30 - 12:30,428.97,1.67,812.0,130668,2.160000000000025,428.4920000000009
14:30 - 15:30,426.95,-0.72,2079.0,350848,1.1499999999999773,428.3400000000009
08JUN2015_00:00:00.000000,423.55,-3.4,3352.0,504237,4.650000000000034,427.2960000000009
08:30 - 09:30,423.55,-3.4,3352.0,504237,4.650000000000034,426.5460000000009
09:30 - 10:30,424.5,0.95,1350.0,186918,1.9800000000000182,425.65200000000095
10:30 - 11:30,422.98,-1.52,1337.0,176257,2.330000000000041,424.30600000000095
11:30 - 12:30,422.28,-0.7,1981.0,297157,2.329999999999984,423.37200000000104
14:30 - 15:30,423.5,-0.3,1571.0,240513,1.0299999999999727,423.16000000000093
09JUN2015_00:00:00.000000,420.28,-3.22,2583.0,399822,5.090000000000032,422.3160000000009
08:30 - 09:30,420.28,-3.22,2583.0,399822,5.090000000000032,421.77600000000086
09:30 - 10:30,423.9,3.62,1675.0,311405,4.2900000000000205,422.10000000000093
10:30 - 11:30,422.85,-1.05,1694.0,274351,2.569999999999993,422.1620000000009
11:30 - 12:30,425.74,2.89,1438.0,191380,3.090000000000032,422.6100000000009
14:30 - 15:30,425.48,0.08,1066.0,221777,1.0400000000000205,424.828000000001
10JUN2015_00:00:00.000000,428.88,3.4,2617.0,404722,3.9599999999999795,425.824000000001
08:30 - 09:30,428.88,3.4,2617.0,404722,3.9599999999999795,427.030000000001
09:30 - 10:30,430.68,1.8,1833.0,293365,1.9499999999999886,428.01800000000094
10:30 - 11:30,431.52,0.84,1348.0,238204,1.2300000000000182,429.08800000000093
11:30 - 12:30,430.96,-0.56,809.0,130875,1.009999999999991,430.18400000000094
14:30 - 15:30,430.77,-1.13,1577.0,301359,1.420000000000016,431.17600000000084
11JUN2015_00:00:00.000000,434.61,3.84,4882.0,715010,5.099999999999966,431.9620000000009
08:30 - 09:30,434.61,3.84,4882.0,715010,5.099999999999966,432.58000000000095
09:30 - 10:30,437.7,3.09,4075.0,575573,4.8799999999999955,433.9280000000009
10:30 - 11:30,434.84,-2.86,1553.0,238144,3.2799999999999727,434.50600000000094
11:30 - 12:30,434.88,0.04,873.0,121877,1.3700000000000045,435.328000000001
14:30 - 15:30,432.97,-0.56,2289.0,494708,1.669999999999959,435.0460000000009
12JUN2015_00:00:00.000000,430.0,-2.97,2733.0,421907,2.3600000000000136,433.50600000000094
08:30 - 09:30,430.0,-2.97,2733.0,421907,2.3600000000000136,432.5380000000009
09:30 - 10:30,429.55,-0.45,1506.0,210458,2.430000000000007,431.47200000000095
10:30 - 11:30,430.05,0.5,857.0,118420,1.25,430.5140000000009
11:30 - 12:30,429.96,-0.09,769.0,100533,0.9800000000000182,429.912000000001
14:30 - 15:30,429.92,-0.57,1616.0,476105,0.7900000000000205,429.812000000001
15JUN2015_00:00:00.000000,424.49,-5.43,4105.0,552133,5.410000000000025,428.8000000000009
08:30 - 09:30,424.49,-5.43,4105.0,552133,5.410000000000025,427.68800000000084
09:30 - 10:30,424.58,0.09,1648.0,232593,2.6100000000000136,426.6120000000008
10:30 - 11:30,424.2,-0.38,942.0,130217,1.1800000000000068,425.5360000000008
11:30 - 12:30,424.3,0.1,903.0,125605,0.8599999999999568,424.41200000000083
14:30 - 15:30,423.67,0.03,1757.0,363919,1.080000000000041,424.3960000000008
16JUN2015_00:00:00.000000,425.51,1.84,2462.0,392066,3.7099999999999795,424.5820000000009
08:30 - 09:30,425.51,1.84,2462.0,392066,3.7099999999999795,424.84400000000096
09:30 - 10:30,425.18,-0.33,1466.0,214816,2.240000000000009,425.0200000000009
10:30 - 11:30,425.15,-0.03,871.0,122713,1.089999999999975,425.00400000000093
11:30 - 12:30,425.49,0.34,757.0,98730,0.9900000000000091,425.36800000000096
14:30 - 15:30,427.26,-0.59,1587.0,295874,0.8900000000000432,426.07200000000086
17JUN2015_00:00:00.000000,428.69,1.43,2149.0,348585,3.2900000000000205,426.7740000000009
08:30 - 09:30,428.69,1.43,2149.0,348585,3.2900000000000205,427.4820000000009
09:30 - 10:30,426.55,-2.14,1394.0,223530,2.8100000000000023,427.694000000001
10:30 - 11:30,425.86,-0.69,1196.0,178627,2.3799999999999955,427.41000000000093
11:30 - 12:30,425.81,-0.05,1218.0,167473,1.3000000000000114,427.12000000000097
14:30 - 15:30,427.81,-1.75,1622.0,287108,1.990000000000009,426.7300000000009
18JUN2015_00:00:00.000000,434.11,6.3,4798.0,686751,6.4500000000000455,428.2420000000009
08:30 - 09:30,434.11,6.3,4798.0,686751,6.4500000000000455,429.8920000000009
09:30 - 10:30,435.68,1.57,2661.0,355263,1.8199999999999932,431.8660000000009
10:30 - 11:30,435.67,-0.01,1764.0,272604,2.009999999999991,433.4760000000009
11:30 - 12:30,435.59,-0.08,1452.0,222005,1.5199999999999818,435.03200000000095
14:30 - 15:30,439.7,1.93,4309.0,657223,1.9700000000000273,436.43200000000087
19JUN2015_00:00:00.000000,438.64,-1.06,6278.0,1591704,8.470000000000027,437.0240000000009
08:30 - 09:30,438.64,-1.06,6278.0,1591704,8.470000000000027,437.61800000000085
09:30 - 10:30,438.68,0.04,2139.0,295225,3.240000000000009,438.2360000000008
10:30 - 11:30,436.36,-2.32,1431.0,188448,2.7099999999999795,438.4040000000008
11:30 - 12:30,436.37,0.01,1531.0,219298,2.490000000000009,437.73800000000085
14:30 - 15:30,434.92,0.28,2656.0,725967,1.1899999999999977,436.33600000000087
22JUN2015_00:00:00.000000,437.19,2.27,1901.0,308350,2.490000000000009,436.0380000000009
08:30 - 09:30,437.19,2.27,1901.0,308350,2.490000000000009,436.2040000000009
09:30 - 10:30,437.2,0.01,1251.0,201259,1.400000000000034,436.3700000000009
10:30 - 11:30,436.15,-1.05,1126.0,197657,2.7200000000000273,436.53000000000094
11:30 - 12:30,435.15,-1.0,751.0,150993,1.6200000000000045,436.57600000000093
14:30 - 15:30,436.29,-0.13,1133.0,257861,1.6300000000000523,436.10000000000093
23JUN2015_00:00:00.000000,435.48,-0.81,3004.0,432880,4.649999999999977,435.75600000000094
08:30 - 09:30,435.48,-0.81,3004.0,432880,4.649999999999977,435.6220000000009
09:30 - 10:30,441.5,6.02,2255.0,351316,6.409999999999968,436.8920000000009
10:30 - 11:30,442.93,1.43,3214.0,510160,3.920000000000016,438.33600000000087
11:30 - 12:30,445.42,2.49,2019.0,281363,3.6899999999999977,440.1620000000009
14:30 - 15:30,445.99,0.22,2380.0,470996,1.2399999999999523,444.2880000000009
24JUN2015_00:00:00.000000,445.58,-0.41,3516.0,565968,2.75,445.1040000000009
08:30 - 09:30,445.58,-0.41,3516.0,565968,2.75,445.6340000000009
09:30 - 10:30,442.87,-2.71,2477.0,378796,4.140000000000043,445.1240000000009
10:30 - 11:30,442.27,-0.6,1679.0,239313,2.069999999999993,444.4580000000009
11:30 - 12:30,441.29,-0.98,1050.0,146640,1.8100000000000023,443.51800000000094
14:30 - 15:30,440.84,-0.39,1704.0,408964,1.240000000000009,441.588000000001
25JUN2015_00:00:00.000000,441.34,0.5,4309.0,660110,5.139999999999986,441.28200000000106
08:30 - 09:30,441.34,0.5,4309.0,660110,5.139999999999986,441.0960000000011
09:30 - 10:30,443.34,2.0,1863.0,271418,3.7900000000000205,441.5060000000011
10:30 - 11:30,440.72,-2.62,1182.0,162202,2.7999999999999545,441.5160000000011
11:30 - 12:30,440.62,-0.1,1032.0,155714,1.25,441.472000000001
14:30 - 15:30,440.1,-0.91,1551.0,252306,1.0299999999999727,440.85600000000096
26JUN2015_00:00:00.000000,441.05,0.95,2119.0,348023,3.25,440.39800000000093
08:30 - 09:30,441.05,0.95,2119.0,348023,3.25,440.464000000001
09:30 - 10:30,438.87,-2.18,1332.0,206664,3.1299999999999955,440.11400000000106
10:30 - 11:30,439.44,0.57,1420.0,199440,1.3199999999999932,440.10200000000106
11:30 - 12:30,435.99,-3.45,1685.0,253230,4.319999999999993,439.2800000000011
14:30 - 15:30,438.57,0.34,1709.0,503526,1.1899999999999977,438.04000000000104
29JUN2015_00:00:00.000000,434.61,-3.96,3464.0,495186,5.0,437.1880000000011
08:30 - 09:30,434.61,-3.96,3464.0,495186,5.0,436.2220000000011
09:30 - 10:30,435.47,0.86,2180.0,271167,1.9800000000000182,436.11800000000113
10:30 - 11:30,436.38,0.91,1354.0,173396,2.069999999999993,435.92800000000113
11:30 - 12:30,433.63,-2.75,1877.0,258558,3.180000000000007,434.94000000000113
14:30 - 15:30,429.86,-0.64,2404.0,388038,1.8600000000000136,433.1640000000011
30JUN2015_00:00:00.000000,434.86,5.0,2945.0,434227,4.199999999999989,433.0420000000011
08:30 - 09:30,434.86,5.0,2945.0,434227,4.199999999999989,432.7380000000011
09:30 - 10:30,433.47,-1.39,1549.0,205390,2.4500000000000455,432.70600000000104
10:30 - 11:30,431.93,-1.54,1312.0,180776,2.6499999999999773,432.996000000001
11:30 - 12:30,431.6,-0.33,1751.0,256777,1.6000000000000227,433.34400000000096
14:30 - 15:30,434.09,-0.25,2784.0,636186,1.3799999999999955,433.06000000000097
01JUL2015_00:00:00.000000,438.41,4.32,3062.0,447777,2.839999999999975,434.04800000000085
08:30 - 09:30,438.41,4.32,3062.0,447777,2.839999999999975,435.34400000000085
09:30 - 10:30,438.63,0.22,1544.0,203611,1.599999999999966,436.7500000000009
10:30 - 11:30,437.69,-0.94,1404.0,188652,1.759999999999991,437.44600000000094
11:30 - 12:30,437.04,-0.65,1416.0,184927,1.75,438.03600000000085
14:30 - 15:30,437.39,1.03,1232.0,253631,1.7099999999999795,437.40200000000084
02JUL2015_00:00:00.000000,435.03,-2.36,1562.0,263584,3.3799999999999955,436.68200000000087
08:30 - 09:30,435.03,-2.36,1562.0,263584,3.3799999999999955,436.15000000000083
09:30 - 10:30,434.27,-0.76,785.0,98152,1.8199999999999932,435.5960000000008
10:30 - 11:30,434.7,0.43,514.0,67648,1.2199999999999704,435.28400000000073
11:30 - 12:30,435.33,0.63,623.0,100715,0.9499999999999886,434.87200000000075
14:30 - 15:30,437.71,0.57,1459.0,291373,1.6599999999999682,435.49000000000086
06JUL2015_00:00:00.000000,437.95,0.24,2454.0,335310,3.419999999999959,436.22600000000085
08:30 - 09:30,437.95,0.24,2454.0,335310,3.419999999999959,436.87600000000083
09:30 - 10:30,436.6,-1.35,1700.0,226893,3.1299999999999955,437.13000000000085
10:30 - 11:30,435.8,-0.8,1409.0,183005,1.5199999999999818,437.20200000000085
11:30 - 12:30,434.69,-1.11,1267.0,165679,1.669999999999959,436.59800000000087
14:30 - 15:30,436.04,1.34,1285.0,222259,1.6200000000000045,435.3960000000009
07JUL2015_00:00:00.000000,431.55,-4.49,2226.0,307088,6.4599999999999795,434.386000000001
08:30 - 09:30,431.55,-4.49,2226.0,307088,6.4599999999999795,433.53600000000097
09:30 - 10:30,428.47,-3.08,3637.0,528366,5.990000000000009,432.292000000001
10:30 - 11:30,430.75,2.28,1843.0,250206,4.319999999999993,431.67200000000105
11:30 - 12:30,433.98,3.23,1519.0,232560,3.599999999999966,431.260000000001
14:30 - 15:30,436.72,0.0,1548.0,280120,2.0400000000000205,432.664000000001
08JUL2015_00:00:00.000000,432.05,-4.67,4594.0,649496,4.590000000000032,433.380000000001
08:30 - 09:30,432.05,-4.67,4594.0,649496,4.590000000000032,433.64000000000107
09:30 - 10:30,430.26,-1.79,1976.0,284402,3.2199999999999704,432.8960000000011
10:30 - 11:30,431.48,1.22,1372.0,169722,1.9300000000000068,432.5120000000011
11:30 - 12:30,432.75,1.27,956.0,126292,2.490000000000009,431.7180000000011
